geo,unit,TIME_PERIOD,GDP,FCE,AIC,GCF,EGS,EG,ES,IGS,IG,IS,CE,TPI
EA20,CLV10_MNAC,2007-01-01,8777194.9,7313912.2,6559642.1,2346300.3,3819639.5,2919520.4,897157,3693405.8,2839553.8,850047.3,NA,NA
EA20,CLV10_MNAC,2008-01-01,8837565.8,7378076.7,6603621.7,2306654.6,3848290.9,2923009.6,922889.7,3705166.6,2839538.8,862104.7,NA,NA
EA20,CLV10_MNAC,2009-01-01,8441240,7362369.1,6571573.5,1930660.9,3375003.7,2504229.3,870397.6,3283561.3,2472834.3,809822.3,NA,NA
EA20,CLV10_MNAC,2010-01-01,8619457.4,7424695.1,6632671.3,2007580.6,3749792.2,2830211.3,919580.8,3602669.6,2741977.9,860691.8,NA,NA
EA20,CLV10_MNAC,2011-01-01,8772617.8,7429319.9,6641826.6,2078115.3,3993265.9,3027147.3,966118.6,3760003,2872082.8,887920.2,NA,NA
EA20,CLV10_MNAC,2012-01-01,8710771.3,7367822.2,6582292.4,1914122.8,4083893.2,3078389.1,1005917.4,3713768.9,2810236.5,904844.4,NA,NA
EA20,CLV10_MNAC,2013-01-01,8699914.8,7336856.4,6551788.3,1897953.8,4160792.5,3117612.4,1044013.8,3764978.2,2829269.2,937977.9,NA,NA
EA20,CLV10_MNAC,2014-01-01,8819874.6,7398249.2,6612456.8,1959556.9,4351108.3,3228247.3,1123853.7,3942339,2941690.4,1003401.6,NA,NA
EA20,CLV10_MNAC,2015-01-01,8986934.4,7525409,6736685.3,2049488.6,4641407.4,3423422.4,1218710,4249578.6,3116929.1,1134745.5,NA,NA
EA20,CLV10_MNAC,2016-01-01,9146993.9,7675140.6,6878620.6,2125662.6,4783221.9,3523803,1260055.9,4432965.3,3257458.5,1178101.3,NA,NA
EA20,CLV10_MNAC,2017-01-01,9390616.4,7798286.2,6993998.8,2230294.5,5052163.9,3710334.7,1341986.6,4664881.9,3433393.8,1234753.4,NA,NA
EA20,CLV10_MNAC,2018-01-01,9557981.6,7905337.3,7093165.6,2308914.7,5231531.2,3816323.4,1414255.9,4845593.6,3567349.9,1281711.7,NA,NA
EA20,CLV10_MNAC,2019-01-01,9705744.2,8021158.3,7194649.3,2432349.8,5397104.9,3884780.9,1508736.4,5086176.4,3645613.3,1437358.4,NA,NA
EA20,CLV10_MNAC,2020-01-01,9130085.3,7596453.7,6752121,2259923,4908645.9,3622533,1288492.8,4652681.2,3397772.6,1257783.1,NA,NA
EA20,CLV10_MNAC,2021-01-01,9659817.2,7925255.1,7069727.8,2397527,5471993.2,4038443.2,1436218.5,5080088.8,3775153.5,1316641.3,NA,NA
EA20,CLV10_MNAC,2022-01-01,9994739.9,8195115.6,7326465.1,2492402.8,5864362.9,4225038.6,1633317,5479506.6,3989601,1495672.5,NA,NA
EA20,CLV15_MEUR,1995-01-01,7001858.9,6081835.6,5413289.6,1716848.5,1885356.7,1424554.2,456793.3,1793916.5,1330213,457515.3,NA,NA
EA20,CLV15_MEUR,1996-01-01,7116770.3,6203848,5527507.3,1701809.4,1980306.1,1495987.8,480177.7,1869093.2,1381498.7,482075.6,NA,NA
EA20,CLV15_MEUR,1997-01-01,7304227.2,6310265.7,5629418.5,1765614.1,2199960.8,1657622.2,538660.5,2053695.7,1519045.2,528356.9,NA,NA
EA20,CLV15_MEUR,1998-01-01,7522551.5,6489881.7,5800731.2,1884227,2360065.5,1772465.9,584881.1,2261321.1,1677856.6,575445.6,NA,NA
EA20,CLV15_MEUR,1999-01-01,7731121.7,6679404.5,5975716.8,1984786.4,2494764.9,1869871.5,622747,2437055.9,1804281.7,624799.5,NA,NA
EA20,CLV15_MEUR,2000-01-01,8036168.8,6864956.7,6142895.3,2089824.1,2824024.4,2117432.9,704028,2732180.1,2022652.7,700606,NA,NA
EA20,CLV15_MEUR,2001-01-01,8220279.2,7000412.6,6262174.3,2102370.1,2936481.6,2199593.6,734603.4,2800527.3,2055003.3,740045.5,NA,NA
EA20,CLV15_MEUR,2002-01-01,8301904.2,7077686.2,6330117.5,2057633.1,3000523.9,2249764.1,748088.6,2816119.4,2071456.8,738292.6,NA,NA
EA20,CLV15_MEUR,2003-01-01,8353041.1,7173067.1,6416163.7,2084339.1,3030670.3,2280303.6,746744.3,2902712.7,2150697.6,743600.2,NA,NA
EA20,CLV15_MEUR,2004-01-01,8556898.9,7289202.9,6523294,2135683.2,3275406.1,2474568.9,796109.6,3104699,2323723.9,769796.1,NA,NA
EA20,CLV15_MEUR,2005-01-01,8691274.6,7424825.4,6658000.9,2178286.9,3446741.5,2603556.5,838240.5,3294476.9,2470239.9,811939.8,NA,NA
EA20,CLV15_MEUR,2006-01-01,8972975,7575950.6,6798397.2,2323143.8,3745159,2837186.2,902082.7,3574851.3,2698423.7,861238.2,NA,NA
EA20,CLV15_MEUR,2007-01-01,9266552.3,7722321.5,6932466.7,2466013.1,4001206.9,3036453.1,958103.3,3817830.7,2877906.9,924183.7,NA,NA
EA20,CLV15_MEUR,2008-01-01,9330289,7790069,6978945.9,2424344.6,4031220.2,3040082.1,985584,3829987.7,2877891.7,937292.7,NA,NA
EA20,CLV15_MEUR,2009-01-01,8911866.8,7773484.3,6945076.2,2029167,3535435.2,2604528.8,929526,3394179.2,2506234.2,880450.4,NA,NA
EA20,CLV15_MEUR,2010-01-01,9100020.4,7839290.5,7009646.6,2110011.3,3928039.3,2943567.1,982050.4,3724037.8,2779013,935756.5,NA,NA
EA20,CLV15_MEUR,2011-01-01,9261720,7844173.6,7019322.1,2184144.7,4183086.6,3148390.8,1031749.6,3886671.5,2910875.2,965359.6,NA,NA
EA20,CLV15_MEUR,2012-01-01,9196425.3,7779241.9,6956404.3,2011785,4278021.9,3201684.9,1074252,3838879.9,2848193.6,983759.8,NA,NA
EA20,CLV15_MEUR,2013-01-01,9184963.5,7746546.9,6924166.5,1994791.1,4358576.6,3242479.2,1114936.4,3891814.3,2867483.4,1019783.1,NA,NA
EA20,CLV15_MEUR,2014-01-01,9311611.5,7811367.9,6988283.2,2059537.3,4557939.2,3357545.2,1200200,4075150.1,2981423,1090912.7,NA,NA
EA20,CLV15_MEUR,2015-01-01,9487985.4,7945628.3,7119572.3,2154057.5,4862037.6,3560537.5,1301500.2,4392740.2,3159028.6,1233711.6,NA,NA
EA20,CLV15_MEUR,2016-01-01,9656968.8,8103720.9,7269574.6,2234118,5010593.4,3664938.5,1345654.9,4582304.8,3301456.1,1280848.7,NA,NA
EA20,CLV15_MEUR,2017-01-01,9914174.1,8233743,7391510.4,2344088.4,5292319.5,3858941.2,1433151.3,4822034.3,3479767.7,1342441.6,NA,NA
EA20,CLV15_MEUR,2018-01-01,10090870.4,8346771.8,7496313.5,2426720,5480213.1,3969175,1510330,5008833.9,3615533.1,1393495.4,NA,NA
EA20,CLV15_MEUR,2019-01-01,10246871.3,8469060.3,7603565.2,2556453,5653657.3,4040374.3,1611228.8,5257521.6,3694853.6,1562716.7,NA,NA
EA20,CLV15_MEUR,2020-01-01,9639117.5,8020640.2,7135885.2,2375228.7,5141979.3,3767622.8,1376023.6,4809422.6,3443665.3,1367479.9,NA,NA
EA20,CLV15_MEUR,2021-01-01,10198383.6,8367801.8,7471543.6,2519853.5,5732105.5,4200191.1,1533784.6,5251228.8,3826143.5,1431471.4,NA,NA
EA20,CLV15_MEUR,2022-01-01,10551979.4,8652731.4,7742872.9,2619570,6143126.6,4394260,1744272.6,5664102.4,4043487.4,1626116.7,NA,NA
EA20,CLV15_MNAC,1995-01-01,7001858.9,6081835.6,5413289.6,1716848.5,1885356.7,1424554.2,456793.3,1793916.5,1330213,457515.3,NA,NA
EA20,CLV15_MNAC,1996-01-01,7116770.3,6203848,5527507.3,1701809.4,1980306.1,1495987.8,480177.7,1869093.2,1381498.7,482075.6,NA,NA
EA20,CLV15_MNAC,1997-01-01,7304227.2,6310265.7,5629418.5,1765614.1,2199960.8,1657622.2,538660.5,2053695.7,1519045.2,528356.9,NA,NA
EA20,CLV15_MNAC,1998-01-01,7522551.5,6489881.7,5800731.2,1884227,2360065.5,1772465.9,584881.1,2261321.1,1677856.6,575445.6,NA,NA
EA20,CLV15_MNAC,1999-01-01,7731121.7,6679404.5,5975716.8,1984786.4,2494764.9,1869871.5,622747,2437055.9,1804281.7,624799.5,NA,NA
EA20,CLV15_MNAC,2000-01-01,8036168.8,6864956.7,6142895.3,2089824.1,2824024.4,2117432.9,704028,2732180.1,2022652.7,700606,NA,NA
EA20,CLV15_MNAC,2001-01-01,8220279.2,7000412.6,6262174.3,2102370.1,2936481.6,2199593.6,734603.4,2800527.3,2055003.3,740045.5,NA,NA
EA20,CLV15_MNAC,2002-01-01,8301904.2,7077686.2,6330117.5,2057633.1,3000523.9,2249764.1,748088.6,2816119.4,2071456.8,738292.6,NA,NA
EA20,CLV15_MNAC,2003-01-01,8353041.1,7173067.1,6416163.7,2084339.1,3030670.3,2280303.6,746744.3,2902712.7,2150697.6,743600.2,NA,NA
EA20,CLV15_MNAC,2004-01-01,8556898.9,7289202.9,6523294,2135683.2,3275406.1,2474568.9,796109.6,3104699,2323723.9,769796.1,NA,NA
EA20,CLV15_MNAC,2005-01-01,8691274.6,7424825.4,6658000.9,2178286.9,3446741.5,2603556.5,838240.5,3294476.9,2470239.9,811939.8,NA,NA
EA20,CLV15_MNAC,2006-01-01,8972975,7575950.6,6798397.2,2323143.8,3745159,2837186.2,902082.7,3574851.3,2698423.7,861238.2,NA,NA
EA20,CLV15_MNAC,2007-01-01,9266552.3,7722321.5,6932466.7,2466013.1,4001206.9,3036453.1,958103.3,3817830.7,2877906.9,924183.7,NA,NA
EA20,CLV15_MNAC,2008-01-01,9330289,7790069,6978945.9,2424344.6,4031220.2,3040082.1,985584,3829987.7,2877891.7,937292.7,NA,NA
EA20,CLV15_MNAC,2009-01-01,8911866.8,7773484.3,6945076.2,2029167,3535435.2,2604528.8,929526,3394179.2,2506234.2,880450.4,NA,NA
EA20,CLV15_MNAC,2010-01-01,9100020.4,7839290.5,7009646.6,2110011.3,3928039.3,2943567.1,982050.4,3724037.8,2779013,935756.5,NA,NA
EA20,CLV15_MNAC,2011-01-01,9261720,7844173.6,7019322.1,2184144.7,4183086.6,3148390.8,1031749.6,3886671.5,2910875.2,965359.6,NA,NA
EA20,CLV15_MNAC,2012-01-01,9196425.3,7779241.9,6956404.3,2011785,4278021.9,3201684.9,1074252,3838879.9,2848193.6,983759.8,NA,NA
EA20,CLV15_MNAC,2013-01-01,9184963.5,7746546.9,6924166.5,1994791.1,4358576.6,3242479.2,1114936.4,3891814.3,2867483.4,1019783.1,NA,NA
EA20,CLV15_MNAC,2014-01-01,9311611.5,7811367.9,6988283.2,2059537.3,4557939.2,3357545.2,1200200,4075150.1,2981423,1090912.7,NA,NA
EA20,CLV15_MNAC,2015-01-01,9487985.4,7945628.3,7119572.3,2154057.5,4862037.6,3560537.5,1301500.2,4392740.2,3159028.6,1233711.6,NA,NA
EA20,CLV15_MNAC,2016-01-01,9656968.8,8103720.9,7269574.6,2234118,5010593.4,3664938.5,1345654.9,4582304.8,3301456.1,1280848.7,NA,NA
EA20,CLV15_MNAC,2017-01-01,9914174.1,8233743,7391510.4,2344088.4,5292319.5,3858941.2,1433151.3,4822034.3,3479767.7,1342441.6,NA,NA
EA20,CLV15_MNAC,2018-01-01,10090870.4,8346771.8,7496313.5,2426720,5480213.1,3969175,1510330,5008833.9,3615533.1,1393495.4,NA,NA
EA20,CLV15_MNAC,2019-01-01,10246871.3,8469060.3,7603565.2,2556453,5653657.3,4040374.3,1611228.8,5257521.6,3694853.6,1562716.7,NA,NA
EA20,CLV15_MNAC,2020-01-01,9639117.5,8020640.2,7135885.2,2375228.7,5141979.3,3767622.8,1376023.6,4809422.6,3443665.3,1367479.9,NA,NA
EA20,CLV15_MNAC,2021-01-01,10198383.6,8367801.8,7471543.6,2519853.5,5732105.5,4200191.1,1533784.6,5251228.8,3826143.5,1431471.4,NA,NA
EA20,CLV15_MNAC,2022-01-01,10551979.4,8652731.4,7742872.9,2619570,6143126.6,4394260,1744272.6,5664102.4,4043487.4,1626116.7,NA,NA
EA20,CLV_I05,1995-01-01,80.562,81.912,81.305,78.816,54.7,54.716,54.494,54.452,53.85,56.348,NA,NA
EA20,CLV_I05,1996-01-01,81.884,83.555,83.021,78.126,57.454,57.459,57.284,56.734,55.926,59.373,NA,NA
EA20,CLV_I05,1997-01-01,84.041,84.989,84.551,81.055,63.827,63.668,64.261,62.338,61.494,65.073,NA,NA
EA20,CLV_I05,1998-01-01,86.553,87.408,87.124,86.5,68.472,68.079,69.775,68.64,67.923,70.873,NA,NA
EA20,CLV_I05,1999-01-01,88.953,89.96,89.752,91.117,72.38,71.82,74.292,73.974,73.041,76.951,NA,NA
EA20,CLV_I05,2000-01-01,92.462,92.46,92.263,95.939,81.933,81.328,83.989,82.932,81.881,86.288,NA,NA
EA20,CLV_I05,2001-01-01,94.581,94.284,94.055,96.515,85.196,84.484,87.636,85.007,83.19,91.145,NA,NA
EA20,CLV_I05,2002-01-01,95.52,95.325,95.075,94.461,87.054,86.411,89.245,85.48,83.857,90.929,NA,NA
EA20,CLV_I05,2003-01-01,96.108,96.609,96.368,95.687,87.929,87.584,89.085,88.108,87.064,91.583,NA,NA
EA20,CLV_I05,2004-01-01,98.454,98.173,97.977,98.044,95.029,95.046,94.974,94.24,94.069,94.81,NA,NA
EA20,CLV_I05,2005-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
EA20,CLV_I05,2006-01-01,103.241,102.035,102.109,106.65,108.658,108.973,107.616,108.51,109.237,106.072,NA,NA
EA20,CLV_I05,2007-01-01,106.619,104.007,104.122,113.209,116.087,116.627,114.299,115.886,116.503,113.824,NA,NA
EA20,CLV_I05,2008-01-01,107.352,104.919,104.82,111.296,116.957,116.767,117.578,116.255,116.503,115.439,NA,NA
EA20,CLV_I05,2009-01-01,102.538,104.696,104.312,93.154,102.573,100.037,110.89,103.026,101.457,108.438,NA,NA
EA20,CLV_I05,2010-01-01,104.703,105.582,105.282,96.866,113.964,113.059,117.156,113.039,112.5,115.249,NA,NA
EA20,CLV_I05,2011-01-01,106.563,105.648,105.427,100.269,121.364,120.927,123.085,117.975,117.838,118.895,NA,NA
EA20,CLV_I05,2012-01-01,105.812,104.773,104.482,92.356,124.118,122.974,128.156,116.525,115.3,121.162,NA,NA
EA20,CLV_I05,2013-01-01,105.68,104.333,103.998,91.576,126.455,124.54,133.009,118.131,116.081,125.598,NA,NA
EA20,CLV_I05,2014-01-01,107.137,105.206,104.961,94.548,132.239,128.96,143.181,123.696,120.694,134.359,NA,NA
EA20,CLV_I05,2015-01-01,109.167,107.014,106.933,98.888,141.062,136.757,155.266,133.337,127.883,151.946,NA,NA
EA20,CLV_I05,2016-01-01,111.111,109.144,109.186,102.563,145.372,140.767,160.533,139.091,133.649,157.752,NA,NA
EA20,CLV_I05,2017-01-01,114.07,110.895,111.017,107.612,153.546,148.218,170.971,146.367,140.868,165.338,NA,NA
EA20,CLV_I05,2018-01-01,116.103,112.417,112.591,111.405,158.997,152.452,180.179,152.037,146.364,171.625,NA,NA
EA20,CLV_I05,2019-01-01,117.898,114.064,114.202,117.361,164.029,155.187,192.216,159.586,149.575,192.467,NA,NA
EA20,CLV_I05,2020-01-01,110.906,108.025,107.178,109.041,149.184,144.711,164.156,145.984,139.406,168.421,NA,NA
EA20,CLV_I05,2021-01-01,117.34,112.7,112.219,115.681,166.305,161.325,182.977,159.395,154.89,176.303,NA,NA
EA20,CLV_I05,2022-01-01,121.409,116.538,116.294,120.258,178.23,168.779,208.087,171.927,163.688,200.276,NA,NA
EA20,CLV_I10,1995-01-01,76.943,77.581,77.226,81.367,47.997,48.396,46.514,48.171,47.866,48.893,NA,NA
EA20,CLV_I10,1996-01-01,78.206,79.138,78.856,80.654,50.415,50.822,48.895,50.19,49.712,51.517,NA,NA
EA20,CLV_I10,1997-01-01,80.266,80.495,80.31,83.678,56.007,56.313,54.851,55.147,54.661,56.463,NA,NA
EA20,CLV_I10,1998-01-01,82.665,82.787,82.754,89.299,60.083,60.215,59.557,60.722,60.376,61.495,NA,NA
EA20,CLV_I10,1999-01-01,84.957,85.204,85.25,94.065,63.512,63.524,63.413,65.441,64.925,66.769,NA,NA
EA20,CLV_I10,2000-01-01,88.309,87.571,87.635,99.043,71.894,71.934,71.69,73.366,72.783,74.871,NA,NA
EA20,CLV_I10,2001-01-01,90.333,89.299,89.337,99.638,74.757,74.725,74.803,75.201,73.947,79.085,NA,NA
EA20,CLV_I10,2002-01-01,91.23,90.285,90.306,97.518,76.387,76.43,76.176,75.62,74.539,78.898,NA,NA
EA20,CLV_I10,2003-01-01,91.791,91.501,91.533,98.783,77.155,77.467,76.039,77.945,77.391,79.465,NA,NA
EA20,CLV_I10,2004-01-01,94.032,92.983,93.062,101.217,83.385,84.067,81.066,83.369,83.617,82.265,NA,NA
EA20,CLV_I10,2005-01-01,95.508,94.713,94.983,103.236,87.747,88.449,85.356,88.465,88.889,86.768,NA,NA
EA20,CLV_I10,2006-01-01,98.604,96.641,96.986,110.101,95.344,96.386,91.857,95.994,97.1,92.037,NA,NA
EA20,CLV_I10,2007-01-01,101.83,98.508,98.899,116.872,101.863,103.156,97.562,102.519,103.559,98.763,NA,NA
EA20,CLV_I10,2008-01-01,102.53,99.372,99.562,114.897,102.627,103.279,100.36,102.845,103.558,100.164,NA,NA
EA20,CLV_I10,2009-01-01,97.932,99.161,99.079,96.169,90.005,88.482,94.652,91.142,90.184,94.09,NA,NA
EA20,CLV_I10,2010-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
EA20,CLV_I10,2011-01-01,101.777,100.062,100.138,103.513,106.493,106.958,105.061,104.367,104.745,103.164,NA,NA
EA20,CLV_I10,2012-01-01,101.059,99.234,99.24,95.345,108.91,108.769,109.389,103.084,102.489,105.13,NA,NA
EA20,CLV_I10,2013-01-01,100.933,98.817,98.781,94.539,110.961,110.155,113.531,104.505,103.184,108.98,NA,NA
EA20,CLV_I10,2014-01-01,102.325,99.644,99.695,97.608,116.036,114.064,122.214,109.428,107.284,116.581,NA,NA
EA20,CLV_I10,2015-01-01,104.263,101.356,101.568,102.087,123.778,120.96,132.529,117.956,113.674,131.841,NA,NA
EA20,CLV_I10,2016-01-01,106.12,103.373,103.708,105.882,127.56,124.507,137.025,123.047,118.8,136.878,NA,NA
EA20,CLV_I10,2017-01-01,108.947,105.032,105.448,111.094,134.732,131.097,145.935,129.484,125.216,143.461,NA,NA
EA20,CLV_I10,2018-01-01,110.888,106.474,106.943,115.01,139.515,134.842,153.794,134.5,130.101,148.916,NA,NA
EA20,CLV_I10,2019-01-01,112.603,108.034,108.473,121.158,143.931,137.261,164.068,141.178,132.956,167,NA,NA
EA20,CLV_I10,2020-01-01,105.924,102.313,101.801,112.569,130.904,127.995,140.117,129.145,123.917,146.136,NA,NA
EA20,CLV_I10,2021-01-01,112.07,106.742,106.589,119.424,145.928,142.691,156.182,141.009,137.68,152.975,NA,NA
EA20,CLV_I10,2022-01-01,115.956,110.376,110.46,124.15,156.392,149.284,177.615,152.096,145.501,173.776,NA,NA
EA20,CLV_I15,1995-01-01,73.797,76.543,76.034,79.703,38.777,40.01,35.097,40.838,42.108,37.084,NA,NA
EA20,CLV_I15,1996-01-01,75.008,78.079,77.638,79.005,40.73,42.016,36.894,42.55,43.732,39.075,NA,NA
EA20,CLV_I15,1997-01-01,76.984,79.418,79.07,81.967,45.248,46.555,41.388,46.752,48.086,42.827,NA,NA
EA20,CLV_I15,1998-01-01,79.285,81.679,81.476,87.473,48.541,49.781,44.939,51.479,53.113,46.643,NA,NA
EA20,CLV_I15,1999-01-01,81.483,84.064,83.934,92.142,51.311,52.517,47.848,55.479,57.115,50.644,NA,NA
EA20,CLV_I15,2000-01-01,84.698,86.399,86.282,97.018,58.083,59.469,54.094,62.198,64.028,56.788,NA,NA
EA20,CLV_I15,2001-01-01,86.639,88.104,87.957,97.6,60.396,61.777,56.443,63.754,65.052,59.985,NA,NA
EA20,CLV_I15,2002-01-01,87.499,89.076,88.911,95.524,61.713,63.186,57.479,64.108,65.573,59.843,NA,NA
EA20,CLV_I15,2003-01-01,88.038,90.277,90.12,96.763,62.333,64.044,57.376,66.08,68.081,60.273,NA,NA
EA20,CLV_I15,2004-01-01,90.187,91.739,91.625,99.147,67.367,69.5,61.169,70.678,73.558,62.397,NA,NA
EA20,CLV_I15,2005-01-01,91.603,93.445,93.517,101.125,70.891,73.123,64.406,74.998,78.196,65.813,NA,NA
EA20,CLV_I15,2006-01-01,94.572,95.347,95.489,107.85,77.029,79.684,69.311,81.381,85.419,69.809,NA,NA
EA20,CLV_I15,2007-01-01,97.666,97.19,97.372,114.482,82.295,85.281,73.615,86.912,91.101,74.911,NA,NA
EA20,CLV_I15,2008-01-01,98.338,98.042,98.025,112.548,82.912,85.383,75.727,87.189,91.101,75.973,NA,NA
EA20,CLV_I15,2009-01-01,93.928,97.833,97.549,94.202,72.715,73.15,71.42,77.268,79.336,71.366,NA,NA
EA20,CLV_I15,2010-01-01,95.911,98.662,98.456,97.955,80.79,82.672,75.455,84.777,87.97,75.849,NA,NA
EA20,CLV_I15,2011-01-01,97.615,98.723,98.592,101.397,86.036,88.425,79.274,88.479,92.145,78.248,NA,NA
EA20,CLV_I15,2012-01-01,96.927,97.906,97.708,93.395,87.988,89.921,82.54,87.391,90.16,79.74,NA,NA
EA20,CLV_I15,2013-01-01,96.806,97.494,97.255,92.606,89.645,91.067,85.665,88.597,90.771,82.66,NA,NA
EA20,CLV_I15,2014-01-01,98.141,98.31,98.156,95.612,93.745,94.299,92.217,92.77,94.378,88.425,NA,NA
EA20,CLV_I15,2015-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
EA20,CLV_I15,2016-01-01,101.781,101.99,102.107,103.717,103.055,102.932,103.393,104.315,104.509,103.821,NA,NA
EA20,CLV_I15,2017-01-01,104.492,103.626,103.82,108.822,108.85,108.381,110.115,109.773,110.153,108.813,NA,NA
EA20,CLV_I15,2018-01-01,106.354,105.049,105.292,112.658,112.714,111.477,116.045,114.025,114.451,112.951,NA,NA
EA20,CLV_I15,2019-01-01,107.998,106.588,106.798,118.681,116.282,113.477,123.798,119.687,116.962,126.668,NA,NA
EA20,CLV_I15,2020-01-01,101.593,100.944,100.229,110.268,105.758,105.816,105.726,109.486,109.01,110.843,NA,NA
EA20,CLV_I15,2021-01-01,107.487,105.313,104.944,116.982,117.895,117.965,117.847,119.543,121.118,116.03,NA,NA
EA20,CLV_I15,2022-01-01,111.214,108.899,108.755,121.611,126.349,123.416,134.02,128.942,127.998,131.807,NA,NA
EA20,CLV_PCH_PRE,1996-01-01,1.6,2,2.1,-0.9,5,5,5.1,4.2,3.9,5.4,NA,NA
EA20,CLV_PCH_PRE,1997-01-01,2.6,1.7,1.8,3.7,11.1,10.8,12.2,9.9,10,9.6,NA,NA
EA20,CLV_PCH_PRE,1998-01-01,3,2.8,3,6.7,7.3,6.9,8.6,10.1,10.5,8.9,NA,NA
EA20,CLV_PCH_PRE,1999-01-01,2.8,2.9,3,5.3,5.7,5.5,6.5,7.8,7.5,8.6,NA,NA
EA20,CLV_PCH_PRE,2000-01-01,3.9,2.8,2.8,5.3,13.2,13.2,13.1,12.1,12.1,12.1,NA,NA
EA20,CLV_PCH_PRE,2001-01-01,2.3,2,1.9,0.6,4,3.9,4.3,2.5,1.6,5.6,NA,NA
EA20,CLV_PCH_PRE,2002-01-01,1,1.1,1.1,-2.1,2.2,2.3,1.8,0.6,0.8,-0.2,NA,NA
EA20,CLV_PCH_PRE,2003-01-01,0.6,1.3,1.4,1.3,1,1.4,-0.2,3.1,3.8,0.7,NA,NA
EA20,CLV_PCH_PRE,2004-01-01,2.4,1.6,1.7,2.5,8.1,8.5,6.6,7,8,3.5,NA,NA
EA20,CLV_PCH_PRE,2005-01-01,1.6,1.9,2.1,2,5.2,5.2,5.3,6.1,6.3,5.5,NA,NA
EA20,CLV_PCH_PRE,2006-01-01,3.2,2,2.1,6.7,8.7,9,7.6,8.5,9.2,6.1,NA,NA
EA20,CLV_PCH_PRE,2007-01-01,3.3,1.9,2,6.1,6.8,7,6.2,6.8,6.7,7.3,NA,NA
EA20,CLV_PCH_PRE,2008-01-01,0.7,0.9,0.7,-1.7,0.8,0.1,2.9,0.3,0,1.4,NA,NA
EA20,CLV_PCH_PRE,2009-01-01,-4.5,-0.2,-0.5,-16.3,-12.3,-14.3,-5.7,-11.4,-12.9,-6.1,NA,NA
EA20,CLV_PCH_PRE,2010-01-01,2.1,0.8,0.9,4,11.1,13,5.7,9.7,10.9,6.3,NA,NA
EA20,CLV_PCH_PRE,2011-01-01,1.8,0.1,0.1,3.5,6.5,7,5.1,4.4,4.7,3.2,NA,NA
EA20,CLV_PCH_PRE,2012-01-01,-0.7,-0.8,-0.9,-7.9,2.3,1.7,4.1,-1.2,-2.2,1.9,NA,NA
EA20,CLV_PCH_PRE,2013-01-01,-0.1,-0.4,-0.5,-0.8,1.9,1.3,3.8,1.4,0.7,3.7,NA,NA
EA20,CLV_PCH_PRE,2014-01-01,1.4,0.8,0.9,3.2,4.6,3.5,7.6,4.7,4,7,NA,NA
EA20,CLV_PCH_PRE,2015-01-01,1.9,1.7,1.9,4.6,6.7,6,8.4,7.8,6,13.1,NA,NA
EA20,CLV_PCH_PRE,2016-01-01,1.8,2,2.1,3.7,3.1,2.9,3.4,4.3,4.5,3.8,NA,NA
EA20,CLV_PCH_PRE,2017-01-01,2.7,1.6,1.7,4.9,5.6,5.3,6.5,5.2,5.4,4.8,NA,NA
EA20,CLV_PCH_PRE,2018-01-01,1.8,1.4,1.4,3.5,3.6,2.9,5.4,3.9,3.9,3.8,NA,NA
EA20,CLV_PCH_PRE,2019-01-01,1.5,1.5,1.4,5.3,3.2,1.8,6.7,5,2.2,12.1,NA,NA
EA20,CLV_PCH_PRE,2020-01-01,-5.9,-5.3,-6.2,-7.1,-9.1,-6.8,-14.6,-8.5,-6.8,-12.5,NA,NA
EA20,CLV_PCH_PRE,2021-01-01,5.8,4.3,4.7,6.1,11.5,11.5,11.5,9.2,11.1,4.7,NA,NA
EA20,CLV_PCH_PRE,2022-01-01,3.5,3.4,3.6,4,7.2,4.6,13.7,7.9,5.7,13.6,NA,NA
EA20,CON_PPCH_PRE,1996-01-01,1.48,1.53,1.43,-0.2,1.39,1.1,0.29,-1.1,-0.79,-0.31,NA,NA
EA20,CON_PPCH_PRE,1997-01-01,2.38,1.31,1.26,0.81,3.11,2.4,0.71,-2.6,-2.04,-0.57,NA,NA
EA20,CON_PPCH_PRE,1998-01-01,2.69,2.17,2.07,1.47,2.21,1.66,0.55,-2.86,-2.3,-0.56,NA,NA
EA20,CON_PPCH_PRE,1999-01-01,2.49,2.21,2.04,1.21,1.77,1.33,0.43,-2.26,-1.7,-0.57,NA,NA
EA20,CON_PPCH_PRE,2000-01-01,3.54,2.1,1.9,1.21,4.13,3.23,0.9,-3.64,-2.79,-0.84,NA,NA
EA20,CON_PPCH_PRE,2001-01-01,2.06,1.49,1.32,0.14,1.4,1.06,0.34,-0.86,-0.43,-0.43,NA,NA
EA20,CON_PPCH_PRE,2002-01-01,0.89,0.83,0.73,-0.49,0.77,0.62,0.14,-0.19,-0.21,0.02,NA,NA
EA20,CON_PPCH_PRE,2003-01-01,0.55,1.02,0.92,0.29,0.35,0.36,-0.01,-0.99,-0.93,-0.06,NA,NA
EA20,CON_PPCH_PRE,2004-01-01,2.2,1.23,1.14,0.54,2.71,2.2,0.52,-2.2,-1.93,-0.27,NA,NA
EA20,CON_PPCH_PRE,2005-01-01,1.41,1.41,1.4,0.44,1.84,1.41,0.43,-2.01,-1.6,-0.42,NA,NA
